latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-13.62698,27.62721,304.45,1.16,1.07,2025-06-26,0714,T,59,6.1NRT,291.17,6.5,D
-14.21503,31.00952,309.54,1.03,1.02,2025-06-26,0714,T,63,6.1NRT,297.37,5.78,D
-14.62051,31.01251,333.47,1.04,1.02,2025-06-26,0714,T,88,6.1NRT,298.31,30.48,D
-14.21096,26.30981,307.18,1.36,1.15,2025-06-26,0714,T,65,6.1NRT,291.38,11.15,D
-14.30635,26.19888,321.88,1.38,1.16,2025-06-26,0714,T,81,6.1NRT,292.38,30.08,D
-14.36088,26.27858,307.75,1.36,1.15,2025-06-26,0714,T,27,6.1NRT,291.65,9.72,D
-14.36719,26.25224,312.59,1.36,1.16,2025-06-26,0714,T,34,6.1NRT,291.57,14.49,D
-14.36912,26.26456,337.15,1.36,1.16,2025-06-26,0714,T,90,6.1NRT,293.3,57.86,D
-14.37681,26.25722,305.93,1.36,1.16,2025-06-26,0714,T,52,6.1NRT,290.29,8.92,D
-14.3788,26.2695,303.96,1.36,1.15,2025-06-26,0714,T,36,6.1NRT,290.22,7.06,D
-14.9769,25.70862,319.93,1.45,1.19,2025-06-26,0714,T,80,6.1NRT,290.83,27.76,D
-15.29465,26.79108,305.66,1.23,1.1,2025-06-26,0714,T,59,6.1NRT,292.18,6.43,D
-15.92838,31.08449,311.68,1.06,1.03,2025-06-26,0714,T,66,6.1NRT,296.38,7.53,D
-16.01496,27.96697,304.41,1.07,1.03,2025-06-26,0714,T,47,6.1NRT,293.84,4.46,D
-17.46308,30.39307,302.51,1.04,1.02,2025-06-26,0714,T,50,6.1NRT,292.5,3.52,D
-17.4644,30.40259,305.4,1.04,1.02,2025-06-26,0714,T,60,6.1NRT,292.83,5.36,D
-17.31228,25.09932,344.99,1.46,1.19,2025-06-26,0714,T,94,6.1NRT,294.27,87.57,D
-17.31445,25.11267,309.77,1.46,1.19,2025-06-26,0714,T,37,6.1NRT,291.89,12.55,D
-17.32278,25.09746,321.44,1.46,1.19,2025-06-26,0714,T,81,6.1NRT,291.87,30.41,D
-18.36892,26.45186,309.55,1.17,1.08,2025-06-26,0714,T,63,6.1NRT,296.58,8.44,D
-18.44122,26.51048,305.19,1.16,1.07,2025-06-26,0714,T,44,6.1NRT,294.59,4.48,D
-18.44288,26.52109,306.89,1.16,1.07,2025-06-26,0714,T,62,6.1NRT,296.77,6.32,D
-19.6497,28.70817,304.8,1,1,2025-06-26,0714,T,56,6.1NRT,293.95,4.91,D
-19.74257,28.78892,302.97,1,1,2025-06-26,0714,T,54,6.1NRT,292.77,3.86,D
-19.82709,28.28583,303.67,1,1,2025-06-26,0714,T,57,6.1NRT,292.96,4.18,D
-33.42646,116.6901,302.05,1.23,1.1,2025-06-26,0707,A,48,6.1NRT,285.27,7.1,D
-32.95417,117.07517,301.89,1.17,1.08,2025-06-26,0707,A,50,6.1NRT,289.85,5.37,D
-29.52309,115.38582,307.27,1.29,1.13,2025-06-26,0707,A,65,6.1NRT,292.44,10.32,D
19.41041,-155.2742,307.32,2.99,1.64,2025-06-26,0803,T,53,6.1NRT,291.94,50.96,N
-1.99932,-78.3415,302.43,1.14,1.06,2025-06-26,0805,A,49,6.1NRT,269.82,12.37,N
27.01294,-81.00142,304.08,2.24,1.45,2025-06-26,0756,A,58,6.1NRT,289,19.14,N
27.01192,-81.00645,301.07,2.24,1.45,2025-06-26,0756,A,37,6.1NRT,288.95,13.8,N
27.00967,-80.98454,300.45,2.23,1.45,2025-06-26,0756,A,28,6.1NRT,289.15,12.61,N
5.77406,-72.87498,302.02,2.09,1.41,2025-06-26,0801,A,46,6.1NRT,276.27,28.08,N
-0.07971,-77.65512,313.11,1.17,1.08,2025-06-26,0803,A,86,6.1NRT,280.3,21.32,N
26.32009,82.41402,320.98,1.01,1.01,2025-06-26,0902,A,52,6.1NRT,298.46,7.55,D
25.22408,70.54759,315.32,4.61,1.97,2025-06-26,0902,A,0,6.1NRT,284.51,46.71,D
27.91869,81.2514,315.42,1,1,2025-06-26,0902,A,40,6.1NRT,294.71,6.57,D
40.46973,-3.61739,323.23,1.16,1.07,2025-06-26,1015,T,74,6.1NRT,307.33,10.96,D
35.71542,-5.91838,321.64,1.1,1.04,2025-06-26,1017,T,68,6.1NRT,306.84,8.21,D
33.39962,-8.13685,323.31,1.01,1,2025-06-26,1017,T,38,6.1NRT,306.11,8.09,D
15.07236,-11.44641,323.5,1.08,1.04,2025-06-26,1021,T,69,6.1NRT,298.05,12.29,D
12.59318,-11.36523,321.3,1.16,1.07,2025-06-26,1021,T,76,6.1NRT,302.9,14.47,D
12.59161,-11.35489,322.15,1.16,1.07,2025-06-26,1021,T,77,6.1NRT,302.66,15.75,D
12.47571,-11.39009,319.46,1.16,1.07,2025-06-26,1021,T,75,6.1NRT,301.68,12.43,D
51.59657,-2.3356,302.94,1,1,2025-06-26,1011,T,38,6.1NRT,287.7,3.41,D
49.35175,6.7427,307.43,2.31,1.47,2025-06-26,1011,T,56,6.1NRT,290.95,17.99,D
44.72374,-0.80777,305.9,1.3,1.13,2025-06-26,1013,T,0,6.1NRT,292.31,8.01,D
42.81316,-1.36325,306.97,1.33,1.14,2025-06-26,1013,T,26,6.1NRT,293.49,6.06,D
43.52613,-5.72714,314.49,1,1,2025-06-26,1013,T,47,6.1NRT,296.9,6.86,D
42.11671,1.02209,322.4,1.85,1.33,2025-06-26,1013,T,77,6.1NRT,302.65,29.46,D
42.11237,1.043,319.51,1.85,1.33,2025-06-26,1013,T,74,6.1NRT,301.96,24.15,D
42.37007,-3.73029,315.96,1.09,1.04,2025-06-26,1013,T,57,6.1NRT,301.61,8.38,D
26.45649,-100.1518,303.51,1.05,1.02,2025-06-26,0934,A,56,6.1NRT,292.96,5,N
42.34883,-3.64866,315.32,1.1,1.05,2025-06-26,1013,T,69,6.1NRT,302.33,9.43,D
41.63316,-0.7395,320.14,1.51,1.21,2025-06-26,1013,T,50,6.1NRT,305.06,15.75,D
25.74921,-100.23193,312.04,1.04,1.02,2025-06-26,0937,A,84,6.1NRT,293.04,10.34,N
25.57736,-99.93705,303.94,1.02,1.01,2025-06-26,0937,A,55,6.1NRT,293.06,4.89,N
18.50551,-96.14155,306.83,1.54,1.22,2025-06-26,0937,A,69,6.1NRT,269.99,18.8,N
17.84967,-93.11317,315.21,2.68,1.57,2025-06-26,0937,A,91,6.1NRT,271.51,65.1,N
41.04336,70.17265,329,1.89,1.34,2025-06-26,0905,A,77,6.1NRT,304.94,33.52,D
32.21148,-101.93729,308.62,1.48,1.2,2025-06-26,0934,A,75,6.1NRT,290.28,15.63,N
32.2098,-101.92203,300.81,1.48,1.2,2025-06-26,0934,A,34,6.1NRT,290.02,7.24,N
41.03909,70.15247,325.95,1.89,1.34,2025-06-26,0905,A,72,6.1NRT,305.09,24.82,D
29.76552,-93.86729,308.91,1.35,1.15,2025-06-26,0934,A,76,6.1NRT,287.08,13.61,N
41.0388,70.16748,337.33,1.89,1.34,2025-06-26,0905,A,86,6.1NRT,306,64.49,D
42.90341,71.40328,326.63,1.45,1.19,2025-06-26,0907,A,51,6.1NRT,306.49,11.55,D
46.06659,78.40173,360.04,1.1,1.05,2025-06-26,0907,A,100,6.1NRT,308.05,82.93,D
46.0649,78.3879,341.08,1.1,1.05,2025-06-26,0907,A,76,6.1NRT,308.4,37.09,D
46.07572,78.39939,333.56,1.1,1.05,2025-06-26,0907,A,51,6.1NRT,309.03,21.06,D
45.71712,74.24236,367.79,1.03,1.02,2025-06-26,0907,A,87,6.1NRT,309.01,102.5,D
45.71507,74.22961,370.33,1.03,1.02,2025-06-26,0907,A,0,6.1NRT,307.6,109.59,D
45.7367,74.24924,342.84,1.03,1.02,2025-06-26,0907,A,88,6.1NRT,309.9,37.74,D
54.06189,76.42839,312.59,1.17,1.08,2025-06-26,0909,A,37,6.1NRT,296.86,7.91,D
57.12951,-101.34792,304.36,2.73,1.58,2025-06-26,0926,A,60,6.1NRT,275.68,41.58,N
57.12345,-101.3527,311.33,2.73,1.58,2025-06-26,0926,A,82,6.1NRT,274.01,62.43,N
57.12163,-101.30857,300.56,2.71,1.58,2025-06-26,0926,A,30,6.1NRT,273.05,33.08,N
56.85852,59.88486,309.98,1.95,1.36,2025-06-26,0909,A,66,6.1NRT,294.5,17.8,D
59.41245,71.62897,309.29,1.04,1.02,2025-06-26,0909,A,66,6.1NRT,296.3,6.38,D
59.89257,71.73751,317.9,1.06,1.03,2025-06-26,0909,A,76,6.1NRT,297.13,13.44,D
59.89027,71.71938,310.77,1.06,1.03,2025-06-26,0909,A,67,6.1NRT,297.35,7.3,D
59.87313,68.88045,311.49,1,1,2025-06-26,0909,A,66,6.1NRT,294.19,7.63,D
60.71386,72.5218,316.81,1.12,1.05,2025-06-26,0909,A,75,6.1NRT,295.02,14.7,D
60.71156,72.50206,308.73,1.12,1.05,2025-06-26,0909,A,64,6.1NRT,295.02,7.28,D
60.8749,71.82932,310.8,1.09,1.04,2025-06-26,0909,A,68,6.1NRT,296.36,8.13,D
60.74683,70.81705,306.32,1.04,1.02,2025-06-26,0909,A,58,6.1NRT,295.5,5.42,D
60.95932,70.86594,312.08,1.05,1.02,2025-06-26,0909,A,69,6.1NRT,296.28,9.23,D
61.95009,68.46492,316.42,1.01,1,2025-06-26,0911,A,74,6.1NRT,295.33,11.57,D
61.97775,68.57932,308.53,1.01,1,2025-06-26,0911,A,61,6.1NRT,294.84,5.48,D
66.54884,76.70821,316.74,1.82,1.32,2025-06-26,0911,A,63,6.1NRT,284.08,36.01,D
66.54629,76.66821,312.38,1.81,1.32,2025-06-26,0911,A,66,6.1NRT,287.49,27.63,D
68.58707,58.04271,306.31,1.03,1.01,2025-06-26,0913,A,58,6.1NRT,286.59,7.24,D
-26.56513,151.73752,310.22,1.68,1.28,2025-06-26,1108,T,79,6.1NRT,276.36,31.16,N
-5.53183,148.40958,301.57,1.48,1.2,2025-06-26,1115,T,41,6.1NRT,287.03,8.88,N
54.23935,133.19579,309.8,1.09,1.04,2025-06-26,1132,T,35,6.1NRT,291.69,9.51,D
54.23665,133.17984,320.95,1.09,1.04,2025-06-26,1132,T,79,6.1NRT,291.94,19.64,D
54.25096,133.20729,315.29,1.09,1.04,2025-06-26,1132,T,31,6.1NRT,292.33,13.7,D
54.24287,133.15942,324.84,1.09,1.04,2025-06-26,1132,T,49,6.1NRT,292.63,23.54,D
54.25988,133.20285,311.66,1.09,1.04,2025-06-26,1132,T,17,6.1NRT,291.22,10.63,D
54.25803,133.13455,315.38,1.1,1.04,2025-06-26,1132,T,42,6.1NRT,292.01,14.19,D
54.27235,133.16205,315.99,1.09,1.04,2025-06-26,1132,T,39,6.1NRT,289.73,14.66,D
54.65615,133.77449,302.91,1.05,1.02,2025-06-26,1132,T,25,6.1NRT,288.71,5.54,D
54.66249,133.7552,319.25,1.05,1.02,2025-06-26,1132,T,98,6.1NRT,287.29,19.12,D
54.66003,133.73994,303.76,1.05,1.02,2025-06-26,1132,T,37,6.1NRT,286.74,6.68,D
54.84445,121.25183,303.39,3.06,1.66,2025-06-26,1132,T,56,6.1NRT,292.79,21.83,D
56.18608,121.01002,307.27,2.78,1.59,2025-06-26,1132,T,57,6.1NRT,291.16,27.07,D
56.1897,121.00135,308.13,2.78,1.59,2025-06-26,1132,T,58,6.1NRT,291.37,30.32,D
59.32746,117.74226,325.13,2.75,1.59,2025-06-26,1134,T,84,6.1NRT,286.92,95.27,D
59.33958,117.72806,308.68,2.75,1.59,2025-06-26,1134,T,33,6.1NRT,286.58,32.55,D
59.35185,117.71436,313.88,2.75,1.59,2025-06-26,1134,T,70,6.1NRT,286.62,49.97,D
59.33157,117.73321,321.53,2.75,1.59,2025-06-26,1134,T,81,6.1NRT,286.68,79.04,D
24.50127,56.60635,334.62,1.02,1.01,2025-06-26,1038,A,0,6.1NRT,315.12,10.57,D
28.08207,54.05305,336.18,1.14,1.06,2025-06-26,1041,A,39,6.1NRT,320.55,7.94,D
28.49165,49.72593,313.09,2.05,1.39,2025-06-26,1041,A,57,6.1NRT,300.53,12.89,D
36.71183,101.19177,314.16,1.1,1.04,2025-06-26,0724,A,32,6.1NRT,298.02,7.88,D
28.48764,49.70597,324.34,2.06,1.4,2025-06-26,1041,A,77,6.1NRT,301,43.16,D
36.82275,101.41082,315.45,1.07,1.03,2025-06-26,0724,A,66,6.1NRT,300.42,8.17,D
39.81077,97.929,330.35,1.36,1.15,2025-06-26,0726,A,79,6.1NRT,314.49,14.77,D
30.39256,50.6153,343.1,1.62,1.25,2025-06-26,1043,A,84,6.1NRT,324.59,39.66,D
30.45832,49.97908,339.59,1.78,1.31,2025-06-26,1043,A,79,6.1NRT,322.53,38.55,D
49.1888,106.98539,317.83,1.8,1.32,2025-06-26,0729,A,71,6.1NRT,291.58,25.9,D
30.71894,49.81897,344.25,1.8,1.32,2025-06-26,1043,A,86,6.1NRT,326.11,47.08,D
49.74908,110.90899,321.11,2.96,1.64,2025-06-26,0729,A,54,6.1NRT,283.69,80.69,D
-3.59861,-38.8596,313.1,1.25,1.11,2025-06-26,1206,T,48,6.1NRT,295.78,9.52,D
30.74686,48.28074,359.11,2.29,1.46,2025-06-26,1043,A,99,6.1NRT,325.48,182.36,D
-5.48865,-42.1455,317.5,1,1,2025-06-26,1206,T,72,6.1NRT,301.89,8.08,D
30.74214,48.25807,341.23,2.29,1.47,2025-06-26,1043,A,79,6.1NRT,324.78,55.49,D
49.75037,110.90434,319.55,2.96,1.64,2025-06-26,0729,A,63,6.1NRT,283.61,76.48,D
51.98028,113.67735,323.99,4.25,1.91,2025-06-26,0729,A,61,6.1NRT,295.05,105.62,D
30.57125,47.31988,337.08,2.69,1.57,2025-06-26,1043,A,67,6.1NRT,323.92,41.41,D
-5.92436,-43.46878,315.7,1.04,1.02,2025-06-26,1206,T,55,6.1NRT,298.45,8.06,D
30.56433,47.31466,337.71,2.69,1.57,2025-06-26,1043,A,66,6.1NRT,324.1,46.73,D
51.96718,113.7304,318.22,4.28,1.91,2025-06-26,0729,A,43,6.1NRT,293.34,66.26,D
-6.63777,-39.36889,313.71,1.28,1.12,2025-06-26,1206,T,58,6.1NRT,293.25,11.03,D
30.61041,47.32904,339.47,2.68,1.57,2025-06-26,1043,A,79,6.1NRT,324.95,65.32,D
51.96644,113.67149,317.71,4.25,1.91,2025-06-26,0729,A,30,6.1NRT,294.17,59.91,D
-6.63933,-39.35765,309.24,1.28,1.12,2025-06-26,1206,T,52,6.1NRT,295.22,6.26,D
31.13351,49.31993,349.77,1.9,1.35,2025-06-26,1043,A,92,6.1NRT,325.79,75.71,D
51.98331,113.67277,321.7,4.25,1.91,2025-06-26,0729,A,50,6.1NRT,294.86,92.73,D
-6.21698,-43.36163,314.27,1.03,1.01,2025-06-26,1206,T,66,6.1NRT,293.48,7.35,D
52.69787,110.77108,331.05,3.08,1.67,2025-06-26,0729,A,0,6.1NRT,293.17,101.79,D
30.85786,47.91689,351.92,2.41,1.5,2025-06-26,1043,A,93,6.1NRT,323.86,141.39,D
-7.17925,-39.67956,306.48,1.24,1.11,2025-06-26,1206,T,52,6.1NRT,293.07,6.48,D
30.99926,48.1413,347.45,2.3,1.47,2025-06-26,1043,A,89,6.1NRT,325.31,97.93,D
-6.18687,-48.07253,314.19,1.98,1.37,2025-06-26,1206,T,55,6.1NRT,295.87,19.11,D
52.6996,110.76244,333.7,3.08,1.67,2025-06-26,0729,A,0,6.1NRT,295.55,127.23,D
30.82803,47.33653,337.33,2.64,1.56,2025-06-26,1043,A,64,6.1NRT,325.64,45.92,D
-6.94751,-43.41457,315.16,1.02,1.01,2025-06-26,1206,T,43,6.1NRT,298.55,6.17,D
-6.95643,-43.41585,316.95,1.02,1.01,2025-06-26,1206,T,65,6.1NRT,298.52,7.55,D
52.71429,110.76038,354.9,3.08,1.67,2025-06-26,0729,A,0,6.1NRT,302.15,326.71,D
30.82238,47.31041,336.99,2.65,1.56,2025-06-26,1043,A,74,6.1NRT,325.56,40.91,D
30.88135,47.32058,344.74,2.64,1.56,2025-06-26,1043,A,86,6.1NRT,325.58,95.25,D
-7.20668,-43.08918,320.77,1.01,1,2025-06-26,1206,T,58,6.1NRT,298.14,10.51,D
52.75934,110.79338,327.68,3.09,1.67,2025-06-26,0729,A,0,6.1NRT,289.87,89.4,D
52.81996,110.83389,314.24,3.11,1.67,2025-06-26,0729,A,11,6.1NRT,292.91,30.26,D
30.88033,47.34399,336.44,2.63,1.56,2025-06-26,1043,A,67,6.1NRT,324.97,44.17,D
-7.02592,-44.56559,313.75,1.12,1.05,2025-06-26,1206,T,64,6.1NRT,299.37,7.29,D
53.1414,111.50158,323.79,3.37,1.73,2025-06-26,0729,A,60,6.1NRT,298.38,79.8,D
-6.77661,-46.33383,316.14,1.43,1.18,2025-06-26,1206,T,69,6.1NRT,295.93,15.21,D
30.87462,47.318,339.07,2.64,1.56,2025-06-26,1043,A,76,6.1NRT,325.6,62.09,D
53.15668,111.49975,326.73,3.37,1.73,2025-06-26,0729,A,48,6.1NRT,297.27,91.73,D
-6.89948,-47.86182,311.32,1.86,1.33,2025-06-26,1206,T,58,6.1NRT,295.63,12.17,D
31.28101,48.87416,341.08,2.02,1.39,2025-06-26,1043,A,81,6.1NRT,326.11,36.88,D
-6.90192,-47.84561,321.57,1.85,1.33,2025-06-26,1206,T,77,6.1NRT,296,34.39,D
53.15504,111.44843,325.48,3.35,1.73,2025-06-26,0729,A,38,6.1NRT,297.27,83.35,D
31.08349,47.78168,334.76,2.43,1.5,2025-06-26,1043,A,69,6.1NRT,323.28,35.45,D
-7.56409,-44.49514,312.72,1.1,1.05,2025-06-26,1206,T,26,6.1NRT,298.74,5.91,D
53.17029,111.44676,346.39,3.35,1.73,2025-06-26,0729,A,94,6.1NRT,297.87,269.61,D
31.03401,47.29116,345.05,2.63,1.56,2025-06-26,1043,A,87,6.1NRT,326,94.62,D
-8.52085,-39.57716,311.29,1.31,1.13,2025-06-26,1206,T,62,6.1NRT,294.23,10.32,D
53.16859,111.39554,322.39,3.34,1.72,2025-06-26,0729,A,38,6.1NRT,295.95,67.75,D
31.02841,47.26508,346.12,2.64,1.56,2025-06-26,1043,A,88,6.1NRT,325.92,105.5,D
-8.07276,-46.97026,310.42,1.52,1.22,2025-06-26,1206,T,42,6.1NRT,296.17,9,D
53.15248,111.4956,335.12,3.37,1.73,2025-06-26,0729,A,87,6.1NRT,298.11,162.98,D
31.02741,47.28822,346.39,2.63,1.56,2025-06-26,1043,A,88,6.1NRT,325.54,96.83,D
-8.15031,-46.81931,310.15,1.48,1.2,2025-06-26,1206,T,52,6.1NRT,296.14,7.77,D
53.15108,111.44422,321.24,3.35,1.73,2025-06-26,0729,A,39,6.1NRT,297.47,63.17,D
31.27467,48.1173,343.5,2.28,1.46,2025-06-26,1043,A,85,6.1NRT,325.33,67.98,D
-9.16604,-40.52674,314.33,1.17,1.08,2025-06-26,1206,T,74,6.1NRT,290.15,14.33,D
53.16634,111.44282,334.48,3.35,1.73,2025-06-26,0729,A,86,6.1NRT,297.63,156.66,D
-9.17149,-40.52277,309.48,1.17,1.08,2025-06-26,1206,T,65,6.1NRT,290.2,11.64,D
31.26992,48.0946,337.42,2.29,1.46,2025-06-26,1043,A,75,6.1NRT,325.23,33.96,D
53.32051,112.09217,314.65,3.62,1.78,2025-06-26,0729,A,36,6.1NRT,298.33,33.85,D
-8.80509,-44.58688,320.89,1.08,1.04,2025-06-26,1206,T,75,6.1NRT,300.34,13.21,D
32.24122,51.43272,338.78,1.34,1.15,2025-06-26,1043,A,51,6.1NRT,321.75,16.64,D
53.51506,112.12009,317.35,3.64,1.79,2025-06-26,0729,A,68,6.1NRT,297.86,54.36,D
-8.80497,-45.0126,317.38,1.13,1.06,2025-06-26,1206,T,70,6.1NRT,299.81,9.76,D
53.52358,112.11519,315.41,3.64,1.79,2025-06-26,0729,A,43,6.1NRT,297.99,44.9,D
32.23883,51.41924,340.38,1.34,1.15,2025-06-26,1043,A,71,6.1NRT,320.74,20.81,D
-8.80648,-45.00264,321.15,1.12,1.06,2025-06-26,1206,T,75,6.1NRT,300.13,13.97,D
31.65594,47.52071,332.86,2.45,1.51,2025-06-26,1043,A,52,6.1NRT,321.2,33.86,D
-8.81429,-45.01396,315.48,1.13,1.06,2025-06-26,1206,T,35,6.1NRT,298.61,7.29,D
31.76123,46.04441,333.61,3.06,1.66,2025-06-26,1043,A,65,6.1NRT,322.75,55.17,D
-8.8158,-45.00401,335.86,1.12,1.06,2025-06-26,1206,T,88,6.1NRT,300.14,35.02,D
-8.89602,-44.78447,317.42,1.1,1.05,2025-06-26,1206,T,71,6.1NRT,300.34,10.74,D
32.11713,47.41051,341.95,2.43,1.5,2025-06-26,1043,A,83,6.1NRT,328.37,46.15,D
32.11435,47.40408,341.15,2.43,1.5,2025-06-26,1043,A,82,6.1NRT,328.82,42.45,D
-8.48394,-48.25648,313.67,1.87,1.34,2025-06-26,1206,T,66,6.1NRT,296.39,18.45,D
32.35289,47.70625,344.78,2.29,1.46,2025-06-26,1043,A,86,6.1NRT,327.9,56.57,D
-8.47854,-48.26254,318.03,1.87,1.34,2025-06-26,1206,T,73,6.1NRT,296.84,27,D
32.35254,47.6993,346.05,2.29,1.46,2025-06-26,1043,A,88,6.1NRT,327.83,64.06,D
-8.79251,-47.22839,312.57,1.54,1.22,2025-06-26,1206,T,62,6.1NRT,297.28,11.16,D
33.49969,49.04072,332.38,1.76,1.3,2025-06-26,1043,A,19,6.1NRT,316.06,22.87,D
-9.0681,-46.91653,326.42,1.45,1.19,2025-06-26,1206,T,81,6.1NRT,296.78,33.97,D
33.71474,48.76861,338.74,1.81,1.32,2025-06-26,1043,A,75,6.1NRT,320.97,51.21,D
-9.07004,-46.90366,310.12,1.45,1.19,2025-06-26,1206,T,50,6.1NRT,296.22,7.75,D
33.72606,48.76553,368.72,1.81,1.32,2025-06-26,1043,A,100,6.1NRT,323.52,219.21,D
-9.07324,-46.92407,314.02,1.45,1.19,2025-06-26,1206,T,66,6.1NRT,295.87,13.7,D
33.7229,48.74984,338.83,1.81,1.32,2025-06-26,1043,A,79,6.1NRT,320.1,48.87,D
-9.07529,-46.91108,326.66,1.45,1.19,2025-06-26,1206,T,81,6.1NRT,296.89,34.58,D
-9.38793,-47.33791,319.42,1.54,1.22,2025-06-26,1206,T,74,6.1NRT,297.65,23.28,D
34.04391,49.42288,327.53,1.62,1.25,2025-06-26,1043,A,34,6.1NRT,308.54,16.18,D
-9.11514,-49.43489,334.48,2.25,1.45,2025-06-26,1206,T,87,6.1NRT,298.15,94.31,D
34.06795,46.01155,334.12,2.69,1.57,2025-06-26,1043,A,69,6.1NRT,313.74,59.22,D
-9.12792,-49.43695,319.17,2.25,1.45,2025-06-26,1206,T,75,6.1NRT,297.92,35.86,D
34.07426,46.00092,342.51,2.69,1.57,2025-06-26,1043,A,84,6.1NRT,315.29,116.53,D
-9.1144,-49.44093,329.58,2.25,1.45,2025-06-26,1206,T,84,6.1NRT,298.36,70.89,D
-9.11769,-49.4212,316.49,2.24,1.45,2025-06-26,1206,T,39,6.1NRT,297.47,27.3,D
34.09301,46.02045,334.67,2.68,1.57,2025-06-26,1043,A,71,6.1NRT,313.08,64.48,D
34.08771,45.99693,335.03,2.69,1.57,2025-06-26,1043,A,72,6.1NRT,314.33,63.69,D
-11.27119,-42.33501,309.75,1.03,1.02,2025-06-26,1208,T,68,6.1NRT,287.43,7.34,D
-11.27248,-42.3258,316.45,1.03,1.02,2025-06-26,1208,T,77,6.1NRT,288.97,13.12,D
35.34621,52.06845,332.42,1.12,1.05,2025-06-26,1043,A,61,6.1NRT,315.35,7.09,D
35.38333,49.03241,327.76,1.6,1.24,2025-06-26,1043,A,53,6.1NRT,309.99,14.63,D
-11.01337,-45.25067,313.36,1.1,1.05,2025-06-26,1208,T,66,6.1NRT,297.09,8.93,D
-11.01484,-45.24092,330.97,1.1,1.04,2025-06-26,1208,T,85,6.1NRT,297.98,29.7,D
36.87223,54.66395,333.37,1.01,1,2025-06-26,1043,A,77,6.1NRT,310.06,19.59,D
36.11901,48.59665,326.98,1.63,1.26,2025-06-26,1043,A,61,6.1NRT,305.43,17.26,D
-10.71613,-47.52436,313.69,1.51,1.21,2025-06-26,1208,T,65,6.1NRT,297.4,12.74,D
-10.7182,-47.51096,318.75,1.5,1.21,2025-06-26,1208,T,73,6.1NRT,298.14,20.52,D
36.42673,48.7882,326.14,1.57,1.23,2025-06-26,1043,A,58,6.1NRT,305.84,17.14,D
-10.72885,-47.51274,311.7,1.5,1.21,2025-06-26,1208,T,18,6.1NRT,297.14,8.69,D
36.68466,48.43779,328.59,1.62,1.25,2025-06-26,1043,A,66,6.1NRT,307.78,15.63,D
-10.72213,-47.51773,328.25,1.5,1.21,2025-06-26,1208,T,83,6.1NRT,298.41,37.97,D
35.68215,43.86773,341.11,3.34,1.72,2025-06-26,1043,A,84,6.1NRT,323.92,98.81,D
-11.06711,-46.64126,319.37,1.3,1.13,2025-06-26,1208,T,54,6.1NRT,299.27,15.67,D
39.042,54.25227,341.95,1.01,1.01,2025-06-26,1045,A,83,6.1NRT,326.54,15.17,D
-11.07889,-46.63116,323.21,1.3,1.13,2025-06-26,1208,T,50,6.1NRT,299.42,19.97,D
38.14591,48.06298,322.07,1.58,1.24,2025-06-26,1045,A,58,6.1NRT,303.59,15.87,D
-11.0988,-46.63419,319.82,1.3,1.13,2025-06-26,1208,T,51,6.1NRT,298.73,15.55,D
38.15145,48.07409,321.61,1.58,1.24,2025-06-26,1045,A,43,6.1NRT,303.31,15.14,D
-11.80053,-43.79568,375.55,1,1,2025-06-26,1208,T,100,6.1NRT,301.63,130.74,D
-11.80183,-43.78672,345.99,1,1,2025-06-26,1208,T,94,6.1NRT,300.53,48.86,D
37.94379,46.56547,324.26,1.96,1.37,2025-06-26,1045,A,45,6.1NRT,311.11,13.65,D
-11.81132,-47.53044,343.05,1.45,1.19,2025-06-26,1208,T,92,6.1NRT,298.72,75.79,D
43.88151,46.4602,333.79,1.43,1.18,2025-06-26,1045,A,82,6.1NRT,310.34,33.05,D
-11.81316,-47.51863,315.27,1.45,1.19,2025-06-26,1208,T,70,6.1NRT,297.86,15.43,D
43.68219,44.92033,328.37,1.74,1.29,2025-06-26,1045,A,66,6.1NRT,304.16,35.31,D
-11.95094,-47.02526,311.06,1.33,1.14,2025-06-26,1208,T,62,6.1NRT,297.61,9.41,D
-13.04612,-39.92697,300.97,1.42,1.18,2025-06-26,1208,T,22,6.1NRT,287.13,5.22,D
-11.92415,-47.84801,317.7,1.52,1.22,2025-06-26,1208,T,73,6.1NRT,297.3,20.75,D
-12.48493,-45.89758,313.75,1.13,1.06,2025-06-26,1208,T,68,6.1NRT,296.34,10.14,D
-12.80186,-44.89892,308.79,1.04,1.02,2025-06-26,1208,T,54,6.1NRT,297.77,5.3,D
-13.16791,-45.22888,312.5,1.05,1.02,2025-06-26,1208,T,66,6.1NRT,297.96,8.43,D
-13.58828,-45.25702,311.07,1.05,1.02,2025-06-26,1208,T,62,6.1NRT,297.69,7.04,D
-14.207,-45.50226,369.05,1.06,1.03,2025-06-26,1208,T,100,6.1NRT,300.47,117.48,D
-14.20844,-45.49274,316.88,1.06,1.03,2025-06-26,1208,T,73,6.1NRT,297.39,10.21,D
-14.21605,-45.50367,350.98,1.06,1.03,2025-06-26,1208,T,96,6.1NRT,298.51,64.06,D
-14.23415,-45.50646,369.71,1.06,1.03,2025-06-26,1208,T,100,6.1NRT,301.26,119.57,D
-14.23558,-45.49691,369.99,1.06,1.03,2025-06-26,1208,T,100,6.1NRT,301.2,120.19,D
